iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,3.306779904433796,5.6438561897747235,0.5550240823963195,30.88,6.204797897240685,3.306779904433796
1,3.306779904433796,5.6438561897747235,0.5392007244902338,30.88,6.204797897240685,3.306779904433796
2,3.306779904433796,5.6438561897747235,0.5289862205773241,30.88,6.204797897240685,3.306779904433796
3,3.306779904433796,5.6438561897747235,0.567872160609362,30.88,6.204797897240685,3.306779904433796
4,3.306779904433796,5.6438561897747235,0.573206607377811,30.88,6.204797897240685,3.306779904433796
