iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,2.7070804022664086,5.6438561897747235,0.9437779799691751,33.68,2.0947278816292907,2.7070804022664086
1,2.7070804022664086,5.6438561897747235,0.9627667022689251,33.68,2.0947278816292907,2.7070804022664086
2,2.7070804022664086,5.6438561897747235,1.0232003321946577,33.68,2.0947278816292907,2.7070804022664086
3,2.7070804022664086,5.6438561897747235,1.0258662358626012,33.68,2.0947278816292907,2.7070804022664086
4,2.7070804022664086,5.6438561897747235,1.0268241716915139,33.68,2.0947278816292907,2.7070804022664086
