iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,25.59,0.0,-1.3600232051658167e-17
1,0.0,5.298317366548037,0.0,25.59,0.0,-1.3600232051658167e-17
2,0.0,5.298317366548035,0.0,25.59,0.0,-1.3600232051658164e-17
3,0.0,5.298317366548035,0.0,25.59,0.0,-1.3600232051658164e-17
4,0.0,5.298317366548036,0.0,25.59,0.0,-1.3600232051658163e-17
