iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,3.9120230054281455,0.0,9.56,0.0,0.0
1,0.0,3.9120230054281455,0.0,9.56,0.0,0.0
2,0.0,3.9120230054281455,0.0,9.56,0.0,0.0
3,0.0,3.9120230054281455,0.0,9.559999999999999,0.0,0.0
4,0.0,3.9120230054281464,0.0,9.56,0.0,0.0
