iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,17.59,0.0,8.326672684688675e-18
1,0.0,5.298317366548037,0.0,17.59,0.0,8.326672684688675e-18
2,0.0,5.298317366548035,0.0,17.59,0.0,8.326672684688675e-18
3,0.0,5.298317366548035,0.0,17.59,0.0,8.326672684688672e-18
4,0.0,5.298317366548037,0.0,17.59,0.0,8.326672684688674e-18
