iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,31.805,0.0,0.0
1,0.0,5.298317366548037,0.011551212628591323,31.805,0.0,0.0
2,0.0,5.298317366548035,0.13286669292556597,31.805,0.0,0.0
3,0.0,5.298317366548035,0.0,31.805,0.0,0.0
4,0.0,5.298317366548035,0.0,31.805,0.0,0.0
