iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,43.045,0.0,1.3877787807814457e-17
1,0.0,5.298317366548037,0.0,43.045,0.0,1.3877787807814457e-17
2,0.0,5.298317366548035,0.0,43.045,0.0,1.3877787807814457e-17
3,0.0,5.298317366548035,0.0,43.045,0.0,1.3877787807814463e-17
4,0.0,5.298317366548035,0.0,43.045,0.0,1.387778780781447e-17
