iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,31.354999999999997,0.0,0.0
1,0.0,5.298317366548037,0.03899942384109223,31.354999999999997,0.0,0.0
2,0.0,5.298317366548035,-0.2932647559168252,31.354999999999997,0.0,0.0
3,0.0,5.298317366548035,0.0,31.354999999999997,0.0,0.0
4,0.0,5.298317366548035,0.0,31.354999999999997,0.0,0.0
