iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,7.643856189774724,0.0,37.2,0.0,0.0
1,0.0,7.643856189774724,0.1801670462124419,37.2,0.0,0.0
2,0.0,7.643856189774724,0.0,37.2,0.0,0.0
3,0.0,7.643856189774724,0.0,37.2,0.0,0.0
4,0.0,7.643856189774724,0.044317088139329525,37.2,0.0,0.0
