iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,29.845,0.0,5.298317366548037
1,0.0,5.298317366548037,0.0,29.845,0.0,5.298317366548037
2,0.0,5.298317366548035,0.0,29.845,0.0,5.298317366548035
3,0.0,5.298317366548035,0.0,29.845,0.0,5.298317366548035
4,0.0,5.298317366548037,0.0,29.845,0.0,5.298317366548037
