iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,29.845,0.0,2.4980018054066014e-17
1,0.0,5.298317366548037,0.0,29.845,0.0,2.4980018054066014e-17
2,0.0,5.298317366548035,0.0,29.845,0.0,2.498001805406601e-17
3,0.0,5.298317366548035,0.0,29.845,0.0,2.4980018054066e-17
4,0.0,5.298317366548037,0.0,29.845,0.0,2.4980018054066014e-17
