iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,7.643856189774724,0.0,19.245,0.0,0.0
1,0.0,7.643856189774724,-0.22032826690272042,19.245,0.0,0.0
2,0.0,7.643856189774724,0.0,19.245,0.0,0.0
3,0.0,7.643856189774724,0.0,19.245,0.0,0.0
4,0.0,7.643856189774724,-0.049469759608028255,19.245,0.0,0.0
