iteration,post_exp_regret,post_entropy,test_regret,norm post_avg-true,post_regret,perf_measure
0,0.0,5.298317366548037,0.0,19.245,0.0,-1.7763568394002496e-17
1,0.0,5.298317366548037,0.0,19.245,0.0,-1.7763568394002496e-17
2,0.0,5.298317366548035,0.0,19.245,0.0,-1.776356839400249e-17
3,0.0,5.298317366548035,0.0,19.245,0.0,-1.776356839400249e-17
4,0.0,5.298317366548039,0.0,19.245,0.0,-1.77635683940025e-17
